customer_id;frequency;monetary;recency;R;F;M;RFM;description_eng;label_eng;year
13394.0;115;1977.23;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13536.0;137;2653.86;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13680.0;139;2235.85;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12437.0;140;3531.35;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14291.0;143;2285.34;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
15484.0;144;2972.69;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12955.0;147;4048.54;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
15189.0;151;12117.86;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13468.0;161;2849.19;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14698.0;165;969.02;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16523.0;168;5519.360000000001;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14191.0;171;3353.31;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13471.0;173;1676.94;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13599.0;177;3740.7200000000003;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14719.0;183;1224.65;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13798.0;183;17643.8;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17673.0;190;1313.19;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17528.0;195;2891.07;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13102.0;195;4012.61;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17677.0;197;9324.98;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16794.0;206;880.6;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13269.0;209;3518.42;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14653.0;211;1680.3;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
15453.0;228;1174.68;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14702.0;235;2022.96;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17530.0;264;1548.93;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17243.0;271;6443.43;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16161.0;305;3755.17;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
15443.0;310;2638.92;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14415.0;316;3165.91;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13408.0;319;18355.5;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12621.0;328;9918.93;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13521.0;346;882.15;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
18109.0;347;6851.94;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17315.0;353;4775.79;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13098.0;357;18416.11;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14730.0;376;1562.99;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17757.0;391;3084.87;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17675.0;473;13323.720000000001;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
15159.0;480;11644.47;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14056.0;713;5465.92;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14796.0;845;5406.650000000001;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14646.0;1328;177312.8;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13263.0;1352;5874.42;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14606.0;1820;8166.59;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14911.0;4108;105077.33;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17841.0;5659;29958.24;8;3;3;3;333;recently active, frequent, high CFs;VIP;2011
15195.0;1;3861.0;9;3;1;3;313;recently active, one-time, high CFs;drifting;2011
18273.0;3;204.0;9;3;1;1;311;recently active, one-time, low CFs;drifting;2011
16539.0;7;200.10000000000002;9;3;1;1;311;recently active, one-time, low CFs;drifting;2011
16000.0;8;11538.1;9;3;1;3;313;recently active, one-time, high CFs;drifting;2011
14708.0;11;574.41;9;3;1;2;312;recently active, one-time, moderate CFs;drifting;2011
15969.0;16;536.3;9;3;1;2;312;recently active, one-time, moderate CFs;drifting;2011
12950.0;17;1351.6;9;3;2;3;323;recently active, rare, high CFs;loyal;2011
12912.0;20;1423.5;9;3;2;3;323;recently active, rare, high CFs;loyal;2011
13743.0;25;736.8;9;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
14910.0;26;370.65999999999997;9;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
17412.0;26;438.94;9;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
14141.0;27;562.73;9;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
14204.0;29;108.24000000000001;9;3;2;1;321;recently active, rare, low CFs;loyal;2011
17503.0;31;409.43;9;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
13685.0;32;3114.25;9;3;2;3;323;recently active, rare, high CFs;loyal;2011
17232.0;33;398.77;9;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
15883.0;38;332.98;9;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
18237.0;38;653.05;9;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
15568.0;43;592.44;9;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
13882.0;44;808.36;9;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
15136.0;48;940.5;9;3;2;3;323;recently active, rare, high CFs;loyal;2011
12828.0;50;921.96;9;3;2;3;323;recently active, rare, high CFs;loyal;2011
17835.0;51;299.58;9;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
17266.0;53;197.32;9;3;3;1;331;recently active, frequent, low CFs;loyal;2011
18092.0;53;4991.62;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
15471.0;56;295.78000000000003;9;3;3;2;332;recently active, frequent, moderate CFs;loyal;2011
14794.0;58;928.94;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12826.0;58;989.52;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14087.0;59;146.28;9;3;3;1;331;recently active, frequent, low CFs;loyal;2011
16817.0;61;1063.19;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14904.0;64;976.16;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16368.0;65;474.45000000000005;9;3;3;2;332;recently active, frequent, moderate CFs;loyal;2011
12783.0;66;1895.1299999999999;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14397.0;66;2137.96;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
18219.0;67;1257.51;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12747.0;69;3110.61;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12935.0;77;1300.8;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
15525.0;78;317.33;9;3;3;2;332;recently active, frequent, moderate CFs;loyal;2011
12615.0;80;1781.06;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17042.0;81;847.22;9;3;3;2;332;recently active, frequent, moderate CFs;loyal;2011
14032.0;88;1875.04;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13870.0;89;2266.86;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13769.0;91;1505.38;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16672.0;94;7416.2;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16458.0;99;1681.44;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13756.0;100;3572.27;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17434.0;107;1851.82;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16191.0;110;3942.2200000000003;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13949.0;115;1822.9;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
18272.0;119;2260.81;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17097.0;124;558.77;9;3;3;2;332;recently active, frequent, moderate CFs;loyal;2011
15298.0;128;2456.26;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12347.0;128;3117.9900000000002;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17091.0;130;2623.86;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17017.0;132;4536.44;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12583.0;133;3787.3199999999997;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16525.0;133;9520.57;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16678.0;137;2592.47;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14132.0;141;2437.15;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13267.0;142;3008.26;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12569.0;147;3230.14;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17590.0;161;1247.51;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13534.0;181;3607.23;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
15701.0;183;1195.58;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17449.0;184;1586.17;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12720.0;191;3306.5;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
15984.0;195;1955.77;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16393.0;198;1878.22;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16779.0;199;6423.92;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12839.0;202;3637.91;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14189.0;208;3429.82;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17870.0;212;1192.33;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
15750.0;218;1696.51;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17049.0;223;4102.26;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13767.0;241;13050.08;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14395.0;273;2684.91;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16426.0;288;1493.98;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14085.0;303;2606.87;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12471.0;323;14330.72;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17238.0;329;2263.39;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13668.0;334;4640.22;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
15498.0;383;8544.4;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14534.0;394;3379.69;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17602.0;449;4225.22;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17735.0;473;9032.61;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14527.0;554;4775.19;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17511.0;559;53155.69;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14769.0;803;7712.59;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13089.0;1256;41306.94;9;3;3;3;333;recently active, frequent, high CFs;VIP;2011
15992.0;2;27.04;10;3;1;1;311;recently active, one-time, low CFs;drifting;2011
16569.0;3;103.2;10;3;1;1;311;recently active, one-time, low CFs;drifting;2011
16620.0;7;139.96;10;3;1;1;311;recently active, one-time, low CFs;drifting;2011
14737.0;8;679.55;10;3;1;2;312;recently active, one-time, moderate CFs;drifting;2011
12442.0;9;115.0;10;3;1;1;311;recently active, one-time, low CFs;drifting;2011
13225.0;10;2004.92;10;3;1;3;313;recently active, one-time, high CFs;drifting;2011
16313.0;14;234.25;10;3;1;1;311;recently active, one-time, low CFs;drifting;2011
13104.0;14;852.12;10;3;1;2;312;recently active, one-time, moderate CFs;drifting;2011
15822.0;15;359.47;10;3;1;2;312;recently active, one-time, moderate CFs;drifting;2011
17666.0;15;685.2;10;3;1;2;312;recently active, one-time, moderate CFs;drifting;2011
16528.0;17;244.41;10;3;2;1;321;recently active, rare, low CFs;loyal;2011
12650.0;18;300.9;10;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
18154.0;18;351.25;10;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
13323.0;18;639.35;10;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
16711.0;18;1322.08;10;3;2;3;323;recently active, rare, high CFs;loyal;2011
12478.0;21;443.65000000000003;10;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
14578.0;24;168.63;10;3;2;1;321;recently active, rare, low CFs;loyal;2011
15318.0;27;282.26;10;3;2;1;321;recently active, rare, low CFs;loyal;2011
17119.0;27;460.51;10;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
14113.0;27;1293.52;10;3;2;3;323;recently active, rare, high CFs;loyal;2011
14293.0;30;453.72;10;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
17884.0;36;308.84;10;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
12716.0;39;612.83;10;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
18005.0;42;193.31;10;3;2;1;321;recently active, rare, low CFs;loyal;2011
12820.0;43;683.22;10;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
12584.0;45;1149.15;10;3;2;3;323;recently active, rare, high CFs;loyal;2011
17250.0;46;330.44;10;3;2;2;322;recently active, rare, moderate CFs;loyal;2011
14216.0;50;1410.26;10;3;2;3;323;recently active, rare, high CFs;loyal;2011
14673.0;51;1230.31;10;3;2;3;323;recently active, rare, high CFs;loyal;2011
12989.0;52;5849.04;10;3;2;3;323;recently active, rare, high CFs;loyal;2011
14140.0;54;779.8299999999999;10;3;3;2;332;recently active, frequent, moderate CFs;loyal;2011
16949.0;54;1218.34;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16013.0;56;18411.12;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17481.0;57;894.82;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12723.0;59;611.22;10;3;3;2;332;recently active, frequent, moderate CFs;loyal;2011
16929.0;60;1022.01;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14871.0;62;330.77;10;3;3;2;332;recently active, frequent, moderate CFs;loyal;2011
17914.0;63;271.94;10;3;3;1;331;recently active, frequent, low CFs;loyal;2011
15157.0;63;775.89;10;3;3;2;332;recently active, frequent, moderate CFs;loyal;2011
16143.0;63;1144.3;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16495.0;66;494.56;10;3;3;2;332;recently active, frequent, moderate CFs;loyal;2011
16979.0;73;1557.1;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17290.0;74;374.37;10;3;3;2;332;recently active, frequent, moderate CFs;loyal;2011
14825.0;76;1337.38;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16201.0;76;1339.27;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16353.0;77;5822.91;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17705.0;79;1387.52;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14907.0;80;1640.5900000000001;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16790.0;81;1355.17;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13199.0;82;7020.38;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14282.0;83;2051.9;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14418.0;87;1421.03;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16987.0;99;1272.2;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17744.0;104;1669.16;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12877.0;105;956.0;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16076.0;105;1855.3999999999999;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13994.0;112;1716.44;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17728.0;115;1995.58;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17883.0;121;581.71;10;3;3;2;332;recently active, frequent, moderate CFs;loyal;2011
14110.0;121;4706.18;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13507.0;124;1855.33;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14868.0;124;2603.29;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16015.0;125;518.66;10;3;3;2;332;recently active, frequent, moderate CFs;loyal;2011
14503.0;125;2746.77;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14735.0;126;3752.55;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13881.0;128;13926.25;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16016.0;129;872.51;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14121.0;131;2305.85;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12417.0;144;2729.67;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12749.0;148;3079.27;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17593.0;150;2738.73;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17861.0;156;1617.81;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17730.0;157;3937.25;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
15061.0;159;22646.76;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12766.0;161;3728.0;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12362.0;175;3557.35;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
18225.0;180;3313.65;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
15907.0;185;629.74;10;3;3;2;332;recently active, frequent, moderate CFs;loyal;2011
14572.0;199;2284.9;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
15194.0;205;5338.85;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12971.0;233;8715.01;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13709.0;240;4604.77;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13755.0;243;1526.16;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14071.0;244;1098.48;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13078.0;250;8243.34;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16133.0;260;11205.2;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14547.0;275;3067.7400000000002;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
12682.0;313;8065.14;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14562.0;317;3444.38;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
17346.0;332;1849.88;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
15023.0;364;4419.19;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
13694.0;404;46977.46;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
18283.0;484;1331.56;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
16764.0;486;1870.32;10;3;3;3;333;recently active, frequent, high CFs;VIP;2011
14219.0;6;85.26;11;3;1;1;311;recently active, one-time, low CFs;drifting;2011
13079.0;6;220.10000000000002;11;3;1;1;311;recently active, one-time, low CFs;drifting;2011
16597.0;7;90.04;11;3;1;1;311;recently active, one-time, low CFs;drifting;2011
12367.0;8;124.8;11;3;1;1;311;recently active, one-time, low CFs;drifting;2011
18030.0;8;210.75;11;3;1;1;311;recently active, one-time, low CFs;drifting;2011
15621.0;8;348.89;11;3;1;2;312;recently active, one-time, moderate CFs;drifting;2011
16500.0;9;218.52000000000004;11;3;1;1;311;recently active, one-time, low CFs;drifting;2011
17526.0;9;667.5;11;3;1;2;312;recently active, one-time, moderate CFs;drifting;2011
15690.0;14;143.28;11;3;1;1;311;recently active, one-time, low CFs;drifting;2011
16851.0;14;232.44;11;3;1;1;311;recently active, one-time, low CFs;drifting;2011
