customer_id;frequency;monetary;recency;R;F;M;RFM;description_eng;label_eng;year
17343.0;61;1011.14;11;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14032.0;63;1117.38;11;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17358.0;99;604.99;11;3;3;2;332;recently active, frequent, moderate CFs;loyal;2010
18077.0;101;1107.43;11;3;3;3;333;recently active, frequent, high CFs;VIP;2010
12668.0;222;4663.7;11;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15640.0;246;8032.04;11;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17218.0;253;2340.65;11;3;3;3;333;recently active, frequent, high CFs;VIP;2010
18245.0;263;3443.69;11;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17913.0;276;2037.03;11;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16686.0;348;1449.89;11;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17243.0;457;6697.64;11;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17841.0;3466;21384.25;11;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15204.0;5;213.32;13;3;1;1;311;recently active, one-time, low CFs;drifting;2010
12551.0;6;97.0;13;3;1;1;311;recently active, one-time, low CFs;drifting;2010
12691.0;6;167.6;13;3;1;1;311;recently active, one-time, low CFs;drifting;2010
16711.0;7;582.4100000000001;13;3;1;2;312;recently active, one-time, moderate CFs;drifting;2010
15780.0;8;109.65;13;3;1;1;311;recently active, one-time, low CFs;drifting;2010
13033.0;10;171.05;13;3;1;1;311;recently active, one-time, low CFs;drifting;2010
15160.0;18;505.21000000000004;13;3;1;2;312;recently active, one-time, moderate CFs;drifting;2010
17007.0;19;322.12;13;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
12726.0;42;958.02;13;3;2;3;323;recently active, rare, high CFs;loyal;2010
12600.0;49;1461.3200000000002;13;3;2;3;323;recently active, rare, high CFs;loyal;2010
13627.0;50;818.62;13;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
16013.0;55;8939.64;13;3;2;3;323;recently active, rare, high CFs;loyal;2010
16885.0;58;347.96;13;3;3;2;332;recently active, frequent, moderate CFs;loyal;2010
14560.0;67;2080.81;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17888.0;70;946.62;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
12395.0;70;1509.63;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13854.0;75;4386.28;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17404.0;80;10391.85;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
12720.0;89;1524.88;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15291.0;97;4576.08;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
12370.0;105;2118.46;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16931.0;106;630.8100000000001;13;3;3;2;332;recently active, frequent, moderate CFs;loyal;2010
12431.0;106;2730.91;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16607.0;107;2356.36;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
12931.0;107;38540.63;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
12782.0;112;2265.9900000000002;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17790.0;120;1110.61;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15811.0;126;1338.13;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
12417.0;131;2479.27;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
12709.0;150;12129.19;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
12839.0;166;2840.84;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14243.0;168;3774.71;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
12705.0;194;3616.46;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14146.0;210;5037.78;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17315.0;214;2234.9;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14769.0;226;3431.32;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
12621.0;240;9087.17;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
12647.0;244;8164.76;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14016.0;257;6032.0;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16558.0;258;4401.58;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13004.0;305;4435.65;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14031.0;315;15587.390000000001;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17865.0;402;10429.05;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
12471.0;414;15107.13;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15570.0;434;4826.37;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13869.0;456;4395.09;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17377.0;826;8998.72;13;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16816.0;3;45.480000000000004;14;3;1;1;311;recently active, one-time, low CFs;drifting;2010
14373.0;4;76.55;14;3;1;1;311;recently active, one-time, low CFs;drifting;2010
15759.0;10;549.4000000000001;14;3;1;2;312;recently active, one-time, moderate CFs;drifting;2010
17951.0;15;617.34;14;3;1;2;312;recently active, one-time, moderate CFs;drifting;2010
12494.0;17;338.07;14;3;1;2;312;recently active, one-time, moderate CFs;drifting;2010
15197.0;17;1078.44;14;3;1;3;313;recently active, one-time, high CFs;drifting;2010
15246.0;24;349.65000000000003;14;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
18176.0;25;376.25;14;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
14220.0;25;1135.8799999999999;14;3;2;3;323;recently active, rare, high CFs;loyal;2010
14414.0;26;1054.95;14;3;2;3;323;recently active, rare, high CFs;loyal;2010
15224.0;27;661.06;14;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
14985.0;30;92.47;14;3;2;1;321;recently active, rare, low CFs;loyal;2010
14643.0;30;959.74;14;3;2;3;323;recently active, rare, high CFs;loyal;2010
12348.0;30;961.0;14;3;2;3;323;recently active, rare, high CFs;loyal;2010
12980.0;30;8680.560000000001;14;3;2;3;323;recently active, rare, high CFs;loyal;2010
17744.0;31;668.86;14;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
17691.0;35;526.25;14;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
16037.0;38;752.48;14;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
15482.0;38;2678.22;14;3;2;3;323;recently active, rare, high CFs;loyal;2010
15620.0;46;594.16;14;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
17659.0;46;867.6800000000001;14;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
17580.0;48;348.1;14;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
17392.0;49;378.07;14;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
16560.0;50;738.58;14;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
13890.0;52;837.87;14;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
13874.0;54;1320.73;14;3;2;3;323;recently active, rare, high CFs;loyal;2010
17496.0;57;1097.8600000000001;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15157.0;58;1152.5;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14180.0;60;1602.18;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14621.0;63;1070.91;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13199.0;64;4804.45;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14309.0;65;1154.83;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16985.0;72;2969.81;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13021.0;73;1292.32;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17412.0;75;1518.37;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15366.0;77;1506.39;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13534.0;82;1607.58;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
12877.0;84;918.72;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16539.0;92;1621.35;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17062.0;93;739.26;14;3;3;2;332;recently active, frequent, moderate CFs;loyal;2010
17001.0;93;2207.79;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14334.0;97;1754.7;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14841.0;99;2407.63;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16210.0;99;15706.74;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14709.0;104;2482.2400000000002;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17848.0;105;2543.65;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14735.0;105;3933.02;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15379.0;107;2293.7400000000002;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16525.0;109;6535.32;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15789.0;114;1563.21;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15394.0;116;2441.68;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13317.0;117;2478.671;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17288.0;120;926.5;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15563.0;124;1336.18;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16670.0;127;2100.42;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16316.0;127;2389.16;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16271.0;133;1246.57;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14344.0;142;1908.6200000000001;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14825.0;152;2173.4;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15194.0;152;3911.15;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
18223.0;164;4035.92;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16945.0;166;2785.13;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16770.0;171;1016.65;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13756.0;172;3485.5400000000004;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14723.0;177;728.18;14;3;3;2;332;recently active, frequent, moderate CFs;loyal;2010
15574.0;177;796.23;14;3;3;2;332;recently active, frequent, moderate CFs;loyal;2010
16743.0;179;1862.05;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
18260.0;199;5503.07;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14878.0;201;2185.54;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
18055.0;208;4230.37;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16470.0;234;1277.73;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17146.0;246;4725.13;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14713.0;247;1945.55;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13408.0;254;16451.422;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16705.0;267;19139.381;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13468.0;293;5155.28;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13767.0;305;12938.550000000001;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15601.0;312;5044.4;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14849.0;314;6590.61;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16746.0;347;6655.51;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15532.0;349;2160.64;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17068.0;437;2874.61;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13093.0;515;28396.06;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13694.0;662;86527.86;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13089.0;1153;45706.9;14;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17752.0;1;80.64;15;3;1;1;311;recently active, one-time, low CFs;drifting;2010
17214.0;7;91.10000000000001;15;3;1;1;311;recently active, one-time, low CFs;drifting;2010
14150.0;10;274.38;15;3;1;1;311;recently active, one-time, low CFs;drifting;2010
17033.0;17;511.05;15;3;1;2;312;recently active, one-time, moderate CFs;drifting;2010
18050.0;18;340.96000000000004;15;3;1;2;312;recently active, one-time, moderate CFs;drifting;2010
17525.0;18;826.5;15;3;1;2;312;recently active, one-time, moderate CFs;drifting;2010
14201.0;20;474.99;15;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
13496.0;22;434.11;15;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
15822.0;26;712.42;15;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
15512.0;27;285.63;15;3;2;1;321;recently active, rare, low CFs;loyal;2010
17629.0;30;620.85;15;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
13221.0;31;423.31;15;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
17551.0;33;240.69;15;3;2;1;321;recently active, rare, low CFs;loyal;2010
17912.0;39;269.07;15;3;2;1;321;recently active, rare, low CFs;loyal;2010
17980.0;43;473.42;15;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
15373.0;44;723.28;15;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
17189.0;46;280.94;15;3;2;1;321;recently active, rare, low CFs;loyal;2010
15101.0;46;1094.91;15;3;2;3;323;recently active, rare, high CFs;loyal;2010
17454.0;50;840.1;15;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
14401.0;56;1300.01;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13295.0;57;929.52;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16134.0;57;1092.32;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16365.0;59;1732.48;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15384.0;60;1019.9399999999999;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16817.0;63;1150.15;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15290.0;70;2162.2999999999997;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13495.0;72;2227.96;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14060.0;72;3631.86;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16003.0;76;3168.47;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
12928.0;77;1745.93;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13092.0;79;1732.7;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13458.0;86;2121.53;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15062.0;96;1526.04;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17692.0;99;1834.07;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13124.0;104;1781.65;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13491.0;105;1885.44;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16954.0;117;3095.21;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13611.0;118;1598.38;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15465.0;119;4091.25;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
18168.0;127;1064.01;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15456.0;131;1212.7;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14913.0;132;2347.79;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13426.0;132;2890.03;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15641.0;134;2257.58;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16725.0;147;664.97;15;3;3;2;332;recently active, frequent, moderate CFs;loyal;2010
17858.0;150;6750.57;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16145.0;151;2696.02;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
12577.0;172;825.6;15;3;3;2;332;recently active, frequent, moderate CFs;loyal;2010
13418.0;176;4402.1;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15950.0;202;3919.03;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15727.0;298;4096.64;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15061.0;311;49195.56;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17449.0;316;2563.36;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
13078.0;330;10221.99;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15615.0;334;7660.12;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17346.0;344;1910.33;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16161.0;525;5618.56;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17511.0;554;48152.16;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15005.0;798;4452.06;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16782.0;1042;5280.29;15;3;3;3;333;recently active, frequent, high CFs;VIP;2010
12829.0;10;141.25;16;3;1;1;311;recently active, one-time, low CFs;drifting;2010
13948.0;13;305.81;16;3;1;2;312;recently active, one-time, moderate CFs;drifting;2010
13238.0;14;263.05;16;3;1;1;311;recently active, one-time, low CFs;drifting;2010
15107.0;17;336.85;16;3;1;2;312;recently active, one-time, moderate CFs;drifting;2010
18144.0;27;1676.25;16;3;2;3;323;recently active, rare, high CFs;loyal;2010
13846.0;41;614.73;16;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
16083.0;42;1009.38;16;3;2;3;323;recently active, rare, high CFs;loyal;2010
17526.0;43;2088.27;16;3;2;3;323;recently active, rare, high CFs;loyal;2010
16899.0;44;334.01;16;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
14901.0;48;612.36;16;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
13324.0;48;3463.27;16;3;2;3;323;recently active, rare, high CFs;loyal;2010
17041.0;49;589.63;16;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
17194.0;50;572.6;16;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
16531.0;50;848.99;16;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
15392.0;53;1306.65;16;3;2;3;323;recently active, rare, high CFs;loyal;2010
15602.0;53;1429.64;16;3;2;3;323;recently active, rare, high CFs;loyal;2010
17158.0;54;838.6;16;3;2;2;322;recently active, rare, moderate CFs;loyal;2010
17685.0;55;1623.88;16;3;2;3;323;recently active, rare, high CFs;loyal;2010
15694.0;57;3582.7799999999997;16;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17739.0;60;2884.34;16;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16442.0;63;214.9;16;3;3;1;331;recently active, frequent, low CFs;loyal;2010
14829.0;66;1005.41;16;3;3;3;333;recently active, frequent, high CFs;VIP;2010
18044.0;68;1237.65;16;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16202.0;69;1557.14;16;3;3;3;333;recently active, frequent, high CFs;VIP;2010
18219.0;72;1244.42;16;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14871.0;75;402.04;16;3;3;2;332;recently active, frequent, moderate CFs;loyal;2010
16191.0;77;8380.720000000001;16;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16812.0;101;2024.05;16;3;3;3;333;recently active, frequent, high CFs;VIP;2010
17017.0;109;3627.24;16;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16499.0;115;2081.3;16;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14524.0;118;980.95;16;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15514.0;119;2614.37;16;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16805.0;120;496.46999999999997;16;3;3;2;332;recently active, frequent, moderate CFs;loyal;2010
16503.0;120;2029.81;16;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14907.0;120;2300.61;16;3;3;3;333;recently active, frequent, high CFs;VIP;2010
15983.0;123;1496.43;16;3;3;3;333;recently active, frequent, high CFs;VIP;2010
14057.0;131;1916.44;16;3;3;3;333;recently active, frequent, high CFs;VIP;2010
16458.0;135;1527.0;16;3;3;3;333;recently active, frequent, high CFs;VIP;2010
